siret_txt,siret,société,nom_historique,naf732,secteur,activité_naf_détaillée_(insee),enseigne,année_de_création_de_létablissement,commune,code_commune_insee,epci,effectifs_2024,date_de_mise_à_jour_des_effectifs,segmentation,sport-montagne,sportdomaine,cleantech,sante,santedomaine,energie,energiedomaine,numerique,num_domaine,chimie,chimiedomaine
33208792300055,33208792-00055,LOCARHONE,LOCARHONE,7739Z,Services aux entreprises,Autres services aux entreprises,,1992,LE PONT DE CLAIX,38317.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
48809198400010,48809198-00010,LORRAINE FRIBOURG PARTENAIRES,LORRAINE FRIBOURG PARTENAIRES,6920Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2006,EYBENS,38158.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
85406174400017,85406174-00017,M&M BRAILLE CONSULTING,,7490B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2019,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
84471950000010,84471950-00010,M&U SASU,,7490B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,,SAINT EGREVE,38382.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
52004128600029,52004128-00029,M2J DIS,,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,VOIRON,38563.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
83750909000010,83750909-00010,M57,,6201Z,Services aux entreprises,"Informatique : ESN, logiciels, Data",,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
87963330300018,87963330-00018,MAI,,6201Z,Services aux entreprises,"Informatique : ESN, logiciels, Data",,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
66365003400346,66365003-00346,MANUMESURE,MANUMESURE,3313Z,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",MANUMESURE,1986,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
87883401900027,87883401-00027,MAREX INTERNATIONAL,,7022Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,MEYLAN,38229.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
41966540100065,41966540-00065,MAXENCE EXPANSION,MAXENCE EXPANSION,7010Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",AXEL MARENS,1998,EYBENS,38158.0,Grenoble-Alpes-Métropole,4.0,2022-05-20 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
50079465600032,50079465-00032,MEDIACOM CONCEPT INGENIERIE,,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2016,VEUREY VOROIZE,38540.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
44777067800038,44777067-00038,MEDIAMAX,MEDIAMAX,8219Z,Services aux entreprises,Autres services aux entreprises,,2016,SEYSSINET PARISET,38485.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
83110222300011,83110222-00011,MEIJE,,4649Z,Services aux entreprises,Commerce de gros,,,LE VERSOUD,38538.0,CC Le Grésivaudan,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
50958246600017,50958246-00017,MENUISERIE EBENISTERIE PASSAVANT,MENUISERIE EBENISTERIE PASSAVANT,3102Z,Industrie,"Industries diverses (électroménager, articles de sport, meubles, bijoux, etc.)",,2008,VIZILLE,38562.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
81835600800016,81835600-00016,MENUISERIE PERIAULT,,3109B,Industrie,"Industries diverses (électroménager, articles de sport, meubles, bijoux, etc.)",,,CHAMP SUR DRAC,38071.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
49318661300011,49318661-00011,META-CREATION,META-CREATION - META CREATION,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,2010,SAINT MARTIN LE VINOUX,38423.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
35041145000017,35041145-00017,MGB PUBLICOM,MGB PUBLICOM,1813Z,Industrie,Imprimerie,,1990,POISAT,38309.0,Grenoble-Alpes-Métropole,4.0,,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
31941693900340,31941693-00340,MICHAUD ET CHAILLY,,4669B,Services aux entreprises,Commerce de gros,,,VEUREY VOROIZE,38540.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
80128554500019,80128554-00019,MIROITERIE KALLISTE,,2312Z,Industrie,"Matériaux de construction (verre, ciment, béton, pierre)",,,VILLARD DE LANS,38548.0,CC du Massif du Vercors,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
79112187400014,79112187-00014,MONNET TECHNOLOGIES,MONNET TECHNOLOGIES,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,2013,MEYLAN,38229.0,Grenoble-Alpes-Métropole,4.0,2023-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
35240072500037,35240072-00037,NARVIL,NARVIL,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,1989,EYBENS,38158.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
85227907400011,85227907-00011,NCK TRANS,,4941B,Services aux entreprises,Transport de marchandises,,,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
51528359600028,51528359-00028,NDLS CONSEIL,,7022Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,LA MURE,38269.0,CC de la Matheysine,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
44475464200064,44475464-00064,NEPTUNE RH,NEPTUNE RH,7830Z,Services aux entreprises,"Activités de recrutement (gpt d'employeurs, asso intermédiaire)",,2008,EYBENS,,Grenoble-Alpes-Métropole,4.0,2024-12-31 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
38974417800010,38974417-00010,NERON SCM,NERON   SCM,7490B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,1994,FONTAINE,38169.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
84199923800030,84199923-00030,NEW DIAMOND SUSHI,,7010Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
48131795600029,48131795-00029,NEW-RAY FRANCE,,4649Z,Services aux entreprises,Commerce de gros,,,MOIRANS,38239.0,CA du Pays Voironnais,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
30499465000030,30499465-00030,NOVATAB,,2361Z,Industrie,"Matériaux de construction (verre, ciment, béton, pierre)",,,VOUREY,38566.0,CA du Pays Voironnais,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
'07050043400041,0705004-00041,NOVI PROFIBRE,NOVI PROFIBRE,4669B,Services aux entreprises,Commerce de gros,,1989,EYBENS,38158.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
39937683900029,39937683-00029,O CONSULTING,,7311Z,Services aux entreprises,Autres services aux entreprises,,,VOIRON,38563.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
43013585500012,43013585-00012,O2D - OLIVIER DUFOUR DIFFUSION,,4649Z,Services aux entreprises,Commerce de gros,,,VOIRON,38563.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,1.0,1.0,Sport,0.0,0.0,,0.0,,0.0,,0.0,
40499923700021,40499923-00021,OCTOGAM,,7111Z,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2008,Saint Martin le Vinoux,38423.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
79285696500035,79285696-00035,OKINVEST,,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,SAINT ISMIER,38397.0,CC Le Grésivaudan,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
43440079200033,43440079-00033,ONTO INNOVATION FRANCE,NANOMETRICS France ex ACCENT OPTICAL TECHNOLOGIES France,4669B,Services aux entreprises,Commerce de gros,,2002,MONTBONNOT SAINT MARTIN,38249.0,CC Le Grésivaudan,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
50745874300022,50745874-00022,ORTHOPEDIE BEYLE STENDHAL,ORTHOPEDIE BEYLE STENDHAL,3250A,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",,2011,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,
52531469600036,52531469-00036,P+P PROJECT FRANCE,P+P PROJECT France,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2012,L'ALBENC,38004.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,1.0,Bureaux d'études,0.0,,0.0,
81182898700032,81182898-00032,P2B SOLUTIONS,,5829C,Services aux entreprises,"Informatique : ESN, logiciels, Data",,,MEYLAN,38229.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
80849108800015,80849108-00015,P2LINK,P2LINK,6202A,Services aux entreprises,"Informatique : ESN, logiciels, Data",,2014,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,2.0,2024-12-31 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
53755929600018,53755929-00018,PAPIERNUMERIQUE-PN,,4666Z,Services aux entreprises,Commerce de gros,,,CHATTE,38095.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
51475675800017,51475675-00017,PATES ET PAINS,PATES ET PAINS,1089Z,Industrie,Industries agroalimentaires,PAIN CROQUANT - PASTA KIOSQUE,2009,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
83352347500014,83352347-00014,PDG TECH S&P,,3320B,Industrie,"Machines et équipements (fabrication, installation, réparation)",,,SAINT VINCENT DE MERCUZE,38466.0,CC Le Grésivaudan,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
49067536000013,49067536-00013,PEHES,,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,LA MURE,38269.0,CC de la Matheysine,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
75298186000014,75298186-00014,PHOTONIC SCIENCE,PHOTONIC SCIENCE,4669B,Services aux entreprises,Commerce de gros,,1996,SAINT ETIENNE DE SAINT GEOIRS,38384.0,CC Bièvre Isère,4.0,,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
78929088900037,78929088-00037,PLASMA TECHNOLOGY INNOVATION CENTER,PLASMA THERM EUROPE,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2018,BERNIN,38039.0,CC Le Grésivaudan,4.0,2020-06-06 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Microélectronique & Nanotechnologies,0.0,
44336524200017,44336524-00017,PLASTILAB,PLASTILAB,2229A,Industrie,Produits en caoutchouc et plastique,,2002,SEYSSINET PARISET,38485.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
84184186900016,84184186-00016,PLUGIN INFORMATIQUE,,6311Z,Services aux entreprises,"Informatique : ESN, logiciels, Data",,,MEYLAN,38229.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
34846722600026,34846722-00026,POLYMERMICROTECH,,2229B,Industrie,Produits en caoutchouc et plastique,BESSAC,,SAINT ROMANS,38453.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
40303541300026,40303541-00026,POMECA,BOUVIER BERNARD,2562B,Industrie,"Métallurgie, travail des métaux, usinage",,2001,BOSSIEU,38049.0,CC Bièvre Isère,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
34974317900138,34974317-00138,PRECIA MOLEN SERVICE,,3312Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,,LUMBIN,38214.0,CC Le Grésivaudan,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
51775809000016,51775809-00016,PREMO FRANCE,PREMO,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2010,EYBENS,38158.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
30510872200029,30510872-00029,PRODUITS AGRICOLES CORREARD FRERES,,4621Z,Services aux entreprises,Commerce de gros,,,CLELLES,38113.0,CC du Trièves,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
38383251600017,38383251-00017,PROFILS TUBES TUYAUX  EN MATIERES TECHNIQUES,,2221Z,Industrie,Produits en caoutchouc et plastique,PROMATEC,,LA FRETTE,38174.0,CC Bièvre Isère,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
38367084100048,38367084-00048,PROMANUTENTION,PROMANUTENTION,2822Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",PROMANUTENTION,1993,SAINT MARTIN D'HERES,38421.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
33262817100388,33262817-00388,PURFER,PURFER EX ALPES METAUX 030573L ex DAUPHIREC,3832Z,Services marchands à la population,"Déchets (collecte, traitement, élimination, récupération)",,1993,SAINT MARTIN D'HERES,38421.0,Grenoble-Alpes-Métropole,4.0,2024-12-31 00:00:00,1.0,0.0,,1.0,0.0,,0.0,,0.0,,0.0,
51106880100014,51106880-00014,PUZZLE SYSTEM,,6201Z,Services aux entreprises,"Informatique : ESN, logiciels, Data",,2009,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,,1.0,0.0,,0.0,0.0,,0.0,,1.0,Informatique & Logiciels,0.0,
40144985500899,40144985-00899,QUALICONSULT,,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2008,VEUREY VOROIZE,38540.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
40320025600770,40320025-00770,QUALICONSULT SECURITE,,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2008,VEUREY VOROIZE,38540.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
40370244200035,40370244-00035,R2K ARCHITECTE,,7111Z,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2015,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
,-,REACT ,,,,,,,,,,4.0,2023-01-01 00:00:00,1.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,
49163462200014,49163462-00014,RECYCLING ADVANTAGE SYSTEM,RECYCLING ADVANTAGE SYSTEM (RAS),3832Z,Services marchands à la population,"Déchets (collecte, traitement, élimination, récupération)",,2007,DOMENE,38150.0,Grenoble-Alpes-Métropole,8.0,2024-12-31 00:00:00,1.0,0.0,,1.0,0.0,,0.0,,0.0,,0.0,
48424556800023,48424556-00023,RENILG,RENILG,6430Z,Services marchands à la population,"Banques, assurances et auxiliaires",,2008,CORENC,38126.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Electronique,0.0,
33332763300132,33332763-00132,RESO LPI,RESO LPI,4673A,Services aux entreprises,Commerce de gros,,2007,SAINT MARTIN D'HERES,38421.0,Grenoble-Alpes-Métropole,4.0,2022-05-20 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
35163000900139,35163000-00139,RETIF,RETIF SAS,4669C,Services aux entreprises,Commerce de gros,,1990,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
30930461605828,30930461-05828,REXEL FRANCE,REXEL FRANCE,4669A,Services aux entreprises,Commerce de gros,,2013,GIERES,38179.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
30930461607048,30930461-07048,REXEL FRANCE,REXEL France ex REGIONALE DE PRESTATIONS SUD-EST 075776V ex MAXENCE ISNARD ex 124257,4669A,Services aux entreprises,Commerce de gros,,1984,ECHIROLLES,38151.0,Grenoble-Alpes-Métropole,4.0,2022-05-20 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
50046885500027,50046885-00027,RFIDEES,RFIDEES,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,2008,LA MURETTE,38270.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,1.0,0.0,,0.0,0.0,,0.0,,1.0,Electronique,0.0,
51462103600029,51462103-00029,RHOLD 18,RHOLD 18,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2011,LE PONT DE CLAIX,38317.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
80026061400014,80026061-00014,RICHARD BOIS ENERGIE,,4673A,Services aux entreprises,Commerce de gros,,,SAINT VERAND,38463.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
35132272200189,35132272-00189,RISO FRANCE,RISO FRANCE SA,4666Z,Services aux entreprises,Commerce de gros,,2007,VOREPPE,38565.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
49057488600027,49057488-00027,RMA MATERIEL,,4661Z,Services aux entreprises,Commerce de gros,,,GONCELIN,38181.0,CC Le Grésivaudan,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
34219690400037,34219690-00037,RMC,RMC,6920Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2012,SEYSSINET PARISET,38485.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
33529255300021,33529255-00021,ROMA SERVICE,roma service,4675Z,Services aux entreprises,Commerce de gros,RS,1989,MOIRANS,38239.0,CA du Pays Voironnais,4.0,,1.0,0.0,,0.0,0.0,,0.0,,0.0,,1.0,Commerce de gros de produits chimiques
45333902000019,45333902-00019,ROSIN GROUPE,ROSIN GROUPE,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2004,VARCES ALLIERES ET RISSE,38524.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
83841218700018,83841218-00018,RPM ROUSSET,,8211Z,Services aux entreprises,Autres services aux entreprises,,,BEAULIEU,38033.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
'06850105500070,0685010-00070,RTD - RECHERCHES TECHNIQUES DENTAIRES,SOC RECHERCHES TECHNIQUES DENTAIRES,3250A,Industrie,"Matériel médical, instruments scientifiques et appareils de mesure",,2012,SAINT EGREVE,38382.0,Grenoble-Alpes-Métropole,4.0,2023-01-01 00:00:00,1.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,
40789939200838,40789939-00838,S C SAS,SC SA,4669A,Services aux entreprises,Commerce de gros,CEF - YESSS ELECTRIQUE,2005,SAINT MARTIN D'HERES,38421.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
87957368100019,87957368-00019,S.T.E REBATEL,,2420Z,Industrie,"Métallurgie, travail des métaux, usinage",,2020,SAINT SAUVEUR,38454.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
50321701000027,50321701-00027,S2P,,8299Z,Services aux entreprises,Autres services aux entreprises,,,MONESTIER DE CLERMONT,38242.0,CC du Trièves,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
52019092700027,52019092-00027,SALETYS,,8220Z,Services aux entreprises,Autres services aux entreprises,,,SAINT MARTIN D'HERES,38421.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
39313045500495,39313045-00495,SALTI LOCATION,,7732Z,Services aux entreprises,Autres services aux entreprises,SALTI,,VEUREY VOROIZE,38540.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
48139765100029,48139765-00029,SARL BIEVRE NATURE RECYCLAGE,BIEVRE NATURE RECYCLAGE,3821Z,Services marchands à la population,"Déchets (collecte, traitement, élimination, récupération)",,2006,SILLANS,,CC Bièvre Isère,4.0,2024-12-31 00:00:00,1.0,0.0,,1.0,0.0,,0.0,,0.0,,0.0,
50346520500014,50346520-00014,SARL CABINET FRIBOURG,CABINET FRIBOURG ex FRIBOURG CHRISTIAN 026359F,6920Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,1969,EYBENS,38158.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
44868772300016,44868772-00016,SARL ETABLISSEMENTS BOUYOUD,,4661Z,Services aux entreprises,Commerce de gros,,,VINAY,38559.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
44961367800019,44961367-00019,SARL JAILLET,,3320B,Industrie,"Machines et équipements (fabrication, installation, réparation)",,,SAINT GERVAIS,38390.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2020-06-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
38305373300010,38305373-00010,SARL SOREVAC,,4677Z,Services aux entreprises,Commerce de gros,,,CHATTE,38095.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
'06950079100012,0695007-00012,SARL TRANSPORTS ARRIBERT,ARRIBERT,4941B,Services aux entreprises,Transport de marchandises,,1969,LE GUA,38187.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
34396773300191,34396773-00191,SAS GOUIRAN,GOUIRAN SARL,4645Z,Services aux entreprises,Commerce de gros,GOUIRAN BEAUTE LIVE,2010,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
82243201900013,82243201-00013,SAS GROUPE PLTM,,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,,MOIRANS,38239.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
41446810800025,41446810-00025,SATAIR COMMUNICATION,SATAIR COMMUNICATION,4652Z,Services aux entreprises,Commerce de gros,SATAIR DISTRIBUTION D'ELECTRICITE,1999,SAINT EGREVE,38382.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
88182158100017,88182158-00017,SAT'NCO,,3312Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,2020,LA SONE,38495.0,CC Saint-Marcellin Vercors Isère Communauté,4.0,2024-01-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
85341192400014,85341192-00014,SCIERIE BOTTAREL,,1610A,Industrie,Bois Papier Carton,,,GONCELIN,38181.0,CC Le Grésivaudan,4.0,2020-06-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
45155569200115,45155569-00115,SECOMETAL MONTAGE MAINTENANCE INDUSTRIELS,SECOMETAL MONTAGE MAINTENANCE INDUSTRI,3312Z,Industrie,"Machines et équipements (fabrication, installation, réparation)",,2004,CHAMP SUR DRAC,38071.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,99.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
81537843500011,81537843-00011,SECURIDIAGS,,7120B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,,VOREPPE,38565.0,CA du Pays Voironnais,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
79135544900020,79135544-00020,SEENET,SEENET,7010Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2014,SAINT PIERRE DE MESAGE,38445.0,Grenoble-Alpes-Métropole,4.0,2024-01-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
42062691300065,42062691-00065,SELIDEV,SELIDEV,6420Z,Services aux entreprises,"Services juridiques, comptables, sièges sociaux, autres",,2012,CORENC,38126.0,Grenoble-Alpes-Métropole,4.0,2020-06-01 00:00:00,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
33835364200022,33835364-00022,SERRA - BUREAU D ETUDES INFRASTRUCTURE,SERRA,7112B,Services aux entreprises,"Ingénierie, architecture, analyses techniques",,1988,GRENOBLE,38185.0,Grenoble-Alpes-Métropole,4.0,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,
